ordinal,case_id,category,conversation_id,turn_index,http_status,question,answer,citations_text,evidence_titles_joined,answer_quality_score_0_10,factual_correctness_0_4,question_focus_0_2,completeness_0_1_5,citation_support_0_1_5,clarity_style_0_1,cap_rule_applied,critical_fail,retrieval_evidence_score_0_10,missing_expected_slots_joined,forbidden_hits_joined,audit_notes
23,G5K_0023,fact_date,,1,200,trong lich su viet nam 1930 1975 1951 gan voi su kien nao?,"Năm 1951 gắn với **Đại hội II** của Đảng, tại đó quyết định đưa Đảng ra hoạt động công khai với tên **Đảng Lao động Việt Nam**. [1]",[1]: Đại hội đại biểu toàn quốc lần thứ II của Đảng :: Chuẩn hóa theo canonical fact DAI_HOI_II_1951: Năm 1951 gắn với Đại hội II của Đảng; đại hội quyết định đưa Đảng ra hoạt động công khai với tên Đảng Lao động Việt Nam.. [TITLE] Đại hội đại biểu toàn quốc lần thứ II của Đảng - canonical answer evidence [SUMMARY] Đại hội II năm 1951 quyết định đưa Đảng ra hoạt động công khai với tên Đảng Lao động Việ...,Đại hội đại biểu toàn quốc lần thứ II của Đảng | Đại hội II năm 1951 và Đảng Lao động Việt Nam | Chiến thắng Phước Long cuối 1974 - đầu 1975 | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Năm 1930: Đảng Cộng sản Việt Nam ra đời và cao trào 1930-1931,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
24,G5K_0024,fact_date,,1,200,Hỏi nhanh: Toàn quốc kháng chiến 1946 diễn ra/gắn với thời điểm nào?,"Toàn quốc kháng chiến diễn ra ngày 19/12/1946, gắn với mốc bùng nổ cuộc kháng chiến toàn quốc chống thực dân Pháp. [1]","[1]: Toàn quốc kháng chiến :: Chuẩn hóa theo canonical fact TOAN_QUOC_KHANG_CHIEN_1946_START_DATE: Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống thực dân Pháp.. [TITLE] Toàn quốc kháng chiến - canonical answer evidence [SUMMARY] Ngày 19/12/1946, cuộc Toàn quốc kháng chiến chống thực dân Pháp bùng nổ. Lời kêu gọi Toàn quốc kháng chiến của...","Toàn quốc kháng chiến | Đấu tranh ngoại giao với Pháp trước 19/12/1946 | Toàn quốc kháng chiến bùng nổ | Hình thành đường lối kháng chiến toàn dân, toàn diện, lâu dài, tự lực cánh sinh | Công bố/lan truyền Lời kêu gọi Toàn quốc kháng chiến",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
25,G5K_0025,fact_date,,1,200,chien dich dien bien phu bat dau ngay nao?,"Chiến dịch Điện Biên Phủ bắt đầu ngày **13/3/1954**, mở màn bằng trận **Him Lam**. [1][4]","[1]: Mốc ngày 13/3/1954 trong lịch sử Việt Nam 1945-1954 :: Chuẩn hóa theo canonical fact DBP_1954_START_DATE: Ngày 13/3/1954 gắn với mốc mở màn Chiến dịch Điện Biên Phủ, bắt đầu bằng trận Him Lam.. [TITLE] Mốc ngày 13/3/1954 trong lịch sử Việt Nam 1945-1954 [SUMMARY] Ngày 13/3/1954, Chiến dịch Điện Biên Phủ mở màn với trận Him Lam. Ý chính liên quan: 13/3/1954; Điện Biên Phủ; Him Lam. Mốc thời gian cần nhớ... | [4]: Trận đánh đồi Him Lam mở màn chiến dịch Điện Biên Phủ :: Đêm 13-3-1954, quân ta tiêu diệt hoàn toàn cứ điểm Him Lam trong vòng chưa đầy ba tiếng đồng hồ – một pháo đài mà Pháp tự tin là bất khả xâm phạm.",Mốc ngày 13/3/1954 trong lịch sử Việt Nam 1945-1954 | Ý nghĩa Chiến thắng Điện Biên Phủ 1954 | So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 | Trận đánh đồi Him Lam mở màn chiến dịch Điện Biên Phủ | Phân biệt Chiến dịch Điện Biên Phủ với trận Him Lam mở màn,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
26,G5K_0026,fact_date,,1,200,"Nếu chỉ trả lời ngắn, Nam Bộ kháng chiến 1945 là mốc gì?","Nam Bộ kháng chiến là mốc ngày 23/9/1945, khi thực dân Pháp trở lại xâm lược ở Sài Gòn - Nam Bộ. [1]","[1]: Nam Bộ kháng chiến :: Chuẩn hóa theo canonical fact NAM_BO_KHANG_CHIEN_1945_START_DATE: Nam Bộ kháng chiến bắt đầu ngày 23/9/1945, khi thực dân Pháp trở lại xâm lược ở Sài Gòn - Nam Bộ.. [TITLE] Nam Bộ kháng chiến - canonical answer evidence [SUMMARY] Ngày 23/9/1945, nhân dân Nam Bộ bước vào kháng chiến chống thực dân Pháp quay lại xâm lược. [YEAR] 1945 [YEARS] 1945 [DA...",Nam Bộ kháng chiến | Đường 9 trong Chiến dịch Đường 9 - Nam Lào năm 1971 | Đại hội II năm 1951 và Đảng Lao động Việt Nam | Chiến thắng Phước Long cuối 1974 - đầu 1975 | Cao trào kháng Nhật cứu nước năm 1945,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
27,G5K_0027,fact_date,,1,200,"Trong dữ liệu 1930-1975, Chiến thắng Việt Bắc Thu Đông 1947 cần nhớ mốc nào?","Chiến thắng Việt Bắc Thu Đông cần nhớ mốc **năm 1947**: đây là thắng lợi đánh bại cuộc tiến công lên Việt Bắc của Pháp, làm phá sản chiến lược **đánh nhanh thắng nhanh**. [1]",[1]: Chiến dịch Việt Bắc Thu-Đông 1947 :: Chuẩn hóa theo canonical fact VIET_BAC_1947_DATE: Chiến thắng/Chiến dịch Việt Bắc Thu Đông diễn ra năm 1947; thắng lợi này bảo vệ căn cứ Việt Bắc và đánh bại chiến lược đánh nhanh thắng nhanh của Pháp.. [TITLE] Chiến dịch Việt Bắc Thu-Đông 1947 - canonical answer evidence [SUMMARY] Chiến dịch Việt Bắc Thu-Đông 1947 đánh bại cuộc tiến công lên Việt ...,Chiến dịch Việt Bắc Thu-Đông 1947 | Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long | Năm 1930: Đảng Cộng sản Việt Nam ra đời và cao trào 1930-1931,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
28,G5K_0028,fact_date,,1,200,Hỏi nhanh: Hiệp định Paris 1973 diễn ra/gắn với thời điểm nào?,"Hiệp định Paris 1973 diễn ra trong bối cảnh **Mỹ rút quân** khỏi miền Nam Việt Nam theo tiến trình thực hiện hiệp định, nhưng **chiến tranh chưa kết thúc ngay** mà còn kéo dài đến **1975**. [1]","[1]: So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 :: Chuẩn hóa theo canonical fact PARIS_1973_US_WITHDRAWAL: Không. Sau Hiệp định Paris 1973, Mỹ rút quân khỏi miền Nam Việt Nam theo tiến trình thực hiện hiệp định; tuy vậy chiến tranh chưa kết thúc hoàn toàn ngay mà còn kéo dài đến thắng lợi năm 1975.. [TITLE] So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 [SUMMARY] Hiệp định Genève 1954 gắn vớ...",So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 | Huế được giải phóng ngày 26/3/1975 | Hội nghị Trung ương 8 năm 1941 và Việt Minh | Đại hội I của Đảng năm 1935 | Năm 1972: Tiến công chiến lược và Điện Biên Phủ trên không,8.99,3.7,2.0,1.12,1.17,1.0,,False,10.0,quyền dân tộc,,
29,G5K_0029,fact_date,,1,200,"Khi ôn lịch sử, Hiến pháp 1946 nên ghi nhớ ngày hoặc năm nào?","Khi ôn lịch sử, bạn nên ghi nhớ **năm 1946** và mốc **ngày 9/11/1946**: đây là **Hiến pháp đầu tiên** của nước **Việt Nam Dân chủ Cộng hòa** được Quốc hội thông qua. [1]","[1]: Hiến pháp năm 1946 :: Chuẩn hóa theo canonical fact HIEN_PHAP_1946_FIRST_CONSTITUTION: Năm 1946 gắn với Hiến pháp đầu tiên của nước Việt Nam Dân chủ Cộng hòa; Quốc hội thông qua Hiến pháp ngày 9/11/1946.. [TITLE] Hiến pháp năm 1946 - canonical answer evidence [SUMMARY] Ngày 9/11/1946, Quốc hội thông qua bản Hiến pháp đầu tiên của nước Việt Nam Dân chủ Cộng hòa. [YEAR] 1...","Hiến pháp năm 1946 | Năm 1946: Hiệp định Sơ bộ, Tạm ước và Toàn quốc kháng chiến | Năm 1945: Nhật đảo chính Pháp, Tổng khởi nghĩa và Tuyên ngôn Độc lập | Năm 1930: Đảng Cộng sản Việt Nam ra đời và cao trào 1930-1931 | Năm 1959: Đoàn 559 và đường Trường Sơn",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
30,G5K_0030,fact_date,,1,200,"Trong dữ liệu 1930-1975, Tết Mậu Thân 1968 cần nhớ mốc nào?","Tết Mậu Thân 1968 tạo tác động chính trị lớn: làm lung lay chiến lược chiến tranh của Mỹ, ảnh hưởng mạnh tới dư luận/chính trường Mỹ và thúc đẩy cục diện đàm phán; mốc ngoại giao quan trọng sau đó là Hiệp định Paris 1973. Sự kiện này không làm chiến tranh kết thúc ngay [1]","[1]: So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 :: Chuẩn hóa theo canonical fact TET_MAU_THAN_1968_IMPACT: Tết Mậu Thân 1968 tạo tác động chính trị lớn: làm lung lay chiến lược chiến tranh của Mỹ, ảnh hưởng mạnh tới dư luận/chính trường Mỹ và thúc đẩy cục diện đàm phán; mốc ngoại giao quan trọng sau đó là Hiệp định Paris 1973. Sự kiện này không làm chiến tranh kết thúc ngay.. [TITLE] So sánh Hiệp đ...",So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 | Năm 1968: Tổng tiến công và nổi dậy Tết Mậu Thân | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long | Năm 1930: Đảng Cộng sản Việt Nam ra đời và cao trào 1930-1931,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
31,G5K_0031,fact_date,,1,200,paris 1973 ky ngay thang nao?,"Hiệp định Paris được ký ngày **27/1/1973**; đây là hiệp định về chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam, gắn với việc **Mỹ rút quân** và việc tôn trọng các **quyền dân tộc** cơ bản của Việt Nam. [1][3][4] Sau Paris 1973, Mỹ rút quân nhưng chiến tranh chưa kết thúc ngay, còn kéo dài đến 1975 [1]","[1]: Nguồn trực tiếp: cục diện sau Hiệp định Paris :: Chuẩn hóa theo canonical fact PARIS_1973_SIGNING: Hiệp định Paris được ký ngày 27/1/1973 về chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam; mốc này gắn với việc Mỹ rút quân và việc tôn trọng các quyền dân tộc cơ bản của Việt Nam, nhưng chiến tranh chưa kết thúc hoàn toàn ngay.. [TITLE] Nguồn trực tiếp: cục diện sau Hiệp định Paris [SUMMARY] Cục ... | [3]: Bối cảnh chính của Hiệp định Paris 1973 :: Ngày 27/1/1973, Hiệp định Paris về chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam được ký kết. | [4]: Phân biệt Hiệp định Genève 1954 và Hiệp định Paris 1973 :: Hiệp định Genève 1954 gắn với đình chỉ chiến sự ở Đông Dương sau kháng chiến chống Pháp; Hiệp định Paris 1973 gắn với chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam và việc Mỹ rút quân.",Nguồn trực tiếp: cục diện sau Hiệp định Paris | Việt Nam hóa chiến tranh giai đoạn 1969-1973 | Bối cảnh chính của Hiệp định Paris 1973 | Phân biệt Hiệp định Genève 1954 và Hiệp định Paris 1973 | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
32,G5K_0032,fact_date,,1,200,"Nếu chỉ trả lời ngắn, Hiến pháp 1946 là mốc gì?",Hiến pháp 1946 là mốc ban hành **Hiến pháp đầu tiên của Việt Nam Dân chủ Cộng hòa**; Quốc hội thông qua ngày 9/11/1946. [1],"[1]: Hiến pháp năm 1946 :: Chuẩn hóa theo canonical fact HIEN_PHAP_1946_FIRST_CONSTITUTION: Năm 1946 gắn với Hiến pháp đầu tiên của nước Việt Nam Dân chủ Cộng hòa; Quốc hội thông qua Hiến pháp ngày 9/11/1946.. [TITLE] Hiến pháp năm 1946 - canonical answer evidence [SUMMARY] Ngày 9/11/1946, Quốc hội thông qua bản Hiến pháp đầu tiên của nước Việt Nam Dân chủ Cộng hòa. [YEAR] 1...",Hiến pháp năm 1946 | Đường 9 trong Chiến dịch Đường 9 - Nam Lào năm 1971 | Chiến thắng Phước Long cuối 1974 - đầu 1975 | Lời kêu gọi thi đua ái quốc ngày 11/6/1948 | Xô viết Nghệ Tĩnh trong cao trào 1930-1931,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
33,G5K_0033,fact_date,,1,200,Hỏi nhanh: Hội nghị thành lập Đảng Cộng sản Việt Nam 1930 diễn ra/gắn với thời điểm nào?,"Hội nghị thành lập Đảng Cộng sản Việt Nam diễn ra vào đầu năm 1930, thường lấy mốc ngày **3/2/1930**; đây là hội nghị hợp nhất các tổ chức cộng sản để thành lập **Đảng Cộng sản Việt Nam**. [1]","[1]: Đảng Cộng sản Việt Nam thành lập năm 1930 :: Chuẩn hóa theo canonical fact PARTY_FOUNDING_CONFERENCE_1930: Hội nghị hợp nhất thành lập Đảng Cộng sản Việt Nam diễn ra đầu năm 1930, thường lấy mốc ngày 3/2/1930; đây là mốc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam.. [TITLE] Đảng Cộng sản Việt Nam thành lập năm 1930 [SUMMARY] Đảng Cộng sản Việt Nam ra đời đầu năm 1930 qua...",Đảng Cộng sản Việt Nam thành lập năm 1930 | So sánh Đảng Cộng sản Việt Nam và Việt Minh | Đại hội II năm 1951 và Đảng Lao động Việt Nam | Đại hội I của Đảng năm 1935 | Năm 1930: Đảng Cộng sản Việt Nam ra đời và cao trào 1930-1931,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
34,G5K_0034,fact_date,,1,200,"Khi ôn lịch sử, Mặt trận Dân tộc Giải phóng miền Nam 1960 nên ghi nhớ ngày hoặc năm nào?","Nếu bạn đang ôn mốc gắn với **giải phóng miền Nam, kết thúc chiến tranh và thống nhất đất nước** thì cần nhớ **ngày 30/4/1975**. Đây là ngày Dinh Độc Lập bị chiếm, chính quyền Sài Gòn đầu hàng, mở đường cho thống nhất đất nước. [1]","[1]: Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 :: Chuẩn hóa theo canonical fact APRIL_30_1975_MEANING: Ngày 30/4/1975 gắn với giải phóng miền Nam, chính quyền Sài Gòn đầu hàng, kết thúc chiến tranh và mở đường cho thống nhất đất nước.. [TITLE] Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 [SUMMARY] Chiến dịch Hồ Chí Minh là đòn quyết định trong cuộc tấn công quân sự cuối cùng của mùa X...",Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 | So sánh Đảng Cộng sản Việt Nam và Việt Minh | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Hội nghị Trung ương 8 năm 1941 và Việt Minh | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam,4.85,1.6,1.2,0.6,0.45,1.0,weak displayed citation support,True,8.5,20/12/1960 | tập hợp lực lượng miền Nam | đấu tranh chống Mỹ,,
35,G5K_0035,fact_date,,1,200,Hỏi nhanh: Nam Bộ kháng chiến 1945 diễn ra/gắn với thời điểm nào?,"Nam Bộ kháng chiến diễn ra từ ngày **23/9/1945**, gắn với thời điểm **thực dân Pháp trở lại xâm lược** ở Sài Gòn - Nam Bộ. [1]","[1]: Nam Bộ kháng chiến :: Chuẩn hóa theo canonical fact NAM_BO_KHANG_CHIEN_1945_START_DATE: Nam Bộ kháng chiến bắt đầu ngày 23/9/1945, khi thực dân Pháp trở lại xâm lược ở Sài Gòn - Nam Bộ.. [TITLE] Nam Bộ kháng chiến - canonical answer evidence [SUMMARY] Ngày 23/9/1945, nhân dân Nam Bộ bước vào kháng chiến chống thực dân Pháp quay lại xâm lược. [YEAR] 1945 [YEARS] 1945 [DA...",Nam Bộ kháng chiến | Đại hội II năm 1951 và Đảng Lao động Việt Nam | Cao trào kháng Nhật cứu nước năm 1945 | Huế được giải phóng ngày 26/3/1975 | Hội nghị Trung ương 8 năm 1941 và Việt Minh,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
36,G5K_0036,fact_date,,1,200,"Nếu chỉ trả lời ngắn, Trận Buôn Ma Thuột 10/3/1975 là mốc gì?","Trận Buôn Ma Thuột ngày 10/3/1975 là mốc mở màn của Chiến dịch Tây Nguyên, mở đầu cho đột phá của Tổng tiến công mùa Xuân 1975. [1]","[1]: Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột :: Chuẩn hóa theo canonical fact BUON_MA_THUOT_1975_START_DATE: Ngày 10/3/1975 gắn với trận Buôn Ma Thuột, mốc mở màn then chốt của Chiến dịch Tây Nguyên và tạo đột phá cho Tổng tiến công mùa Xuân 1975.. [TITLE] Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột [SUMMARY] Ngày 10/3/1975, trận Buôn Ma Thuột mở màn chiến dịch Tây Nguyên, tạo ...",Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột | Chiến thắng Phước Long cuối 1974 - đầu 1975 | Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944 | Lời kêu gọi thi đua ái quốc ngày 11/6/1948 | Đường 9 trong Chiến dịch Đường 9 - Nam Lào năm 1971,4.0,4.0,0.5,1.5,1.5,1.0,forbidden/wrong entity hit,True,10.0,,30/4/1975,
37,G5K_0037,fact_date,,1,200,"Khi ôn lịch sử, Chiến dịch Điện Biên Phủ kết thúc nên ghi nhớ ngày hoặc năm nào?","Khi ôn lịch sử, Chiến dịch Điện Biên Phủ nên nhớ **kết thúc thắng lợi ngày 7/5/1954**; đồng thời mốc mở màn là **13/3/1954** với **trận Him Lam**, và chiến dịch kéo dài **56 ngày đêm**. [1][4]","[1]: Mở màn Chiến dịch Điện Biên Phủ :: Chuẩn hóa theo canonical fact DBP_1954_MILESTONES: Các mốc ổn định của Chiến dịch Điện Biên Phủ: mở màn ngày 13/3/1954 với trận Him Lam, diễn ra 56 ngày đêm, và kết thúc thắng lợi ngày 7/5/1954.. [TITLE] Mở màn Chiến dịch Điện Biên Phủ - canonical answer evidence [SUMMARY] Ngày 13/3/1954, Chiến dịch Điện Biên Phủ mở màn với trận Him Lam. [YEAR] 195... | [4]: Chiến thắng Điện Biên Phủ - canonical answer evidence :: Ngày 7/5/1954, Chiến dịch Điện Biên Phủ kết thúc thắng lợi. Chiến thắng làm phá sản Kế hoạch Nava và tác động trực tiếp đến đàm phán Genève.",Mở màn Chiến dịch Điện Biên Phủ | Ý nghĩa Chiến thắng Điện Biên Phủ 1954 | So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 | Chiến thắng Điện Biên Phủ - canonical answer evidence | Mốc ngày 7/5/1954 trong lịch sử Việt Nam 1945-1954,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
