ordinal,case_id,category,conversation_id,turn_index,question,gold_fact_id,gold_topic,expected_answer_slots,forbidden_slots,gold_evidence_hints,canonical_answer,critical,notes
41,G5K_0041,fact_date,,1,"Nếu chỉ trả lời ngắn, Mặt trận Dân tộc Giải phóng miền Nam 1960 là mốc gì?",NLF_1960_FOUNDING_DATE,Mặt trận Dân tộc Giải phóng miền Nam 1960,"[""20/12/1960"", ""Mặt trận Dân tộc Giải phóng miền Nam"", ""miền Nam"", ""tập hợp lực lượng miền Nam"", ""đấu tranh chống Mỹ""]","[""Việt Minh 1941""]","[""Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời ngày 20/12/1960"", ""20/12/1960""]",Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời ngày 20/12/1960; ý nghĩa cốt lõi là tập hợp lực lượng miền Nam đấu tranh chống Mỹ và chính quyền Sài Gòn trong kháng chiến chống Mỹ.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
42,G5K_0042,fact_date,,1,doi viet nam tuyen truyen giai phong quan thanh lap ngay nao?,VNTTGPQ_1944_FOUNDING_DATE,Đội Việt Nam Tuyên truyền Giải phóng quân 1944,"[""22/12/1944"", ""Đội Việt Nam Tuyên truyền Giải phóng quân""]","[""Việt Minh 1941""]","[""Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944""]","Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944 tại rừng Trần Hưng Đạo, Cao Bằng; đơn vị này gắn với vai trò chỉ huy của Võ Nguyên Giáp.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
43,G5K_0043,fact_date,,1,dau nam 1930 gan voi hoi nghi nao?,PARTY_FOUNDING_CONFERENCE_1930,Hội nghị thành lập Đảng Cộng sản Việt Nam 1930,"[""1930"", ""Đảng Cộng sản Việt Nam"", ""3/2/1930""]","[""Việt Minh 1941""]","[""Đảng Cộng sản Việt Nam thành lập năm 1930"", ""3/2/1930"", ""Hội nghị hợp nhất các tổ chức cộng sản""]","Hội nghị hợp nhất thành lập Đảng Cộng sản Việt Nam diễn ra đầu năm 1930, thường lấy mốc ngày 3/2/1930; đây là mốc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
44,G5K_0044,fact_date,,1,Hỏi nhanh: Xô viết Nghệ Tĩnh trong cao trào 1930-1931 diễn ra/gắn với thời điểm nào?,XO_VIET_NGHE_TINH_1930_1931,Xô viết Nghệ Tĩnh trong cao trào 1930-1931,"[""1930-1931"", ""Xô viết Nghệ Tĩnh""]","[""Luận cương chính trị tháng 10/1930""]","[""Xô viết Nghệ Tĩnh"", ""1930-1931"", ""Nghệ An"", ""Hà Tĩnh""]","Giai đoạn 1930-1931 gắn với cao trào cách mạng Xô viết Nghệ Tĩnh, diễn ra nổi bật ở Nghệ An - Hà Tĩnh và thể hiện sức đấu tranh của quần chúng dưới sự lãnh đạo của Đảng.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
45,G5K_0045,fact_date,,1,Hỏi nhanh: Huế được giải phóng ngày 26/3/1975 diễn ra/gắn với thời điểm nào?,HUE_1975_LIBERATION_DATE,Huế được giải phóng ngày 26/3/1975,"[""26/3/1975"", ""Huế"", ""giải phóng""]","[""Đà Nẵng 29/3/1975"", ""thiếu mốc 26/3/1975 khi sửa nhầm Huế sau 30/4""]","[""26/3/1975"", ""Huế được giải phóng""]",Ngày 26/3/1975 gắn với mốc Huế được giải phóng trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
46,G5K_0046,fact_date,,1,"Trong dữ liệu 1930-1975, Năm 1954: Điện Biên Phủ và Genève cần nhớ mốc nào?",YEAR_1954_DBP_GENEVE,Năm 1954: Điện Biên Phủ và Genève,"[""1954"", ""Điện Biên Phủ"", ""Genève""]","[""chỉ nêu một trong hai mốc khi câu hỏi hỏi năm 1954""]","[""Điện Biên Phủ"", ""Genève"", ""1954""]","Năm 1954 gắn với hai mốc rất quan trọng: Chiến thắng Điện Biên Phủ kết thúc ngày 7/5/1954 và Hiệp định Genève về Đông Dương năm 1954, trong đó có nội dung vĩ tuyến 17 là giới tuyến quân sự tạm thời.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
47,G5K_0047,fact_date,,1,"Nếu chỉ trả lời ngắn, Chiến dịch Hồ Chí Minh 1975 là mốc gì?",HO_CHI_MINH_CAMPAIGN_FINAL,Chiến dịch Hồ Chí Minh 1975,"[""chiến dịch cuối cùng"", ""30/4/1975"", ""Sài Gòn"", ""chính quyền Sài Gòn đầu hàng"", ""Tây Nguyên"", ""Chiến dịch Hồ Chí Minh là chiến dịch cuối""]","[""Tây Nguyên mở đầu""]","[""chien dich ho chi minh""]","Không. Tổng tiến công mùa Xuân 1975 mở đầu bằng Chiến dịch Tây Nguyên, nổi bật là Buôn Ma Thuột; Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng và quyết định, kết thúc bằng mốc 30/4/1975 khi Sài Gòn được giải phóng và chính quyền Sài Gòn đầu hàng.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
48,G5K_0048,fact_date,,1,"Nếu chỉ trả lời ngắn, Tết Mậu Thân 1968 là mốc gì?",TET_MAU_THAN_1968_YEAR,Tết Mậu Thân 1968,"[""1968"", ""Tết Mậu Thân""]","[""Đồng Khởi 1959-1960""]","[""Tết Mậu Thân"", ""1968""]","Năm 1968 gắn với Tổng tiến công và nổi dậy Tết Mậu Thân, một sự kiện tạo tác động chính trị lớn trong kháng chiến chống Mỹ.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
49,G5K_0049,fact_date,,1,"Trong dữ liệu 1930-1975, Mở màn Chiến dịch Điện Biên Phủ 1954 cần nhớ mốc nào?",DBP_1954_START_DATE,Mở màn Chiến dịch Điện Biên Phủ 1954,"[""13/3/1954"", ""Chiến dịch Điện Biên Phủ"", ""Him Lam""]","[""7/5/1954 là ngày kết thúc thắng lợi""]","[""13/3/1954"", ""Him Lam"", ""Điện Biên Phủ""]","Ngày 13/3/1954 gắn với mốc mở màn Chiến dịch Điện Biên Phủ, bắt đầu bằng trận Him Lam.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
50,G5K_0050,fact_date,,1,"Khi ôn lịch sử, Xô viết Nghệ Tĩnh trong cao trào 1930-1931 nên ghi nhớ ngày hoặc năm nào?",XO_VIET_NGHE_TINH_1930_1931,Xô viết Nghệ Tĩnh trong cao trào 1930-1931,"[""1930-1931"", ""Xô viết Nghệ Tĩnh""]","[""Luận cương chính trị tháng 10/1930""]","[""Xô viết Nghệ Tĩnh"", ""1930-1931"", ""Nghệ An"", ""Hà Tĩnh""]","Giai đoạn 1930-1931 gắn với cao trào cách mạng Xô viết Nghệ Tĩnh, diễn ra nổi bật ở Nghệ An - Hà Tĩnh và thể hiện sức đấu tranh của quần chúng dưới sự lãnh đạo của Đảng.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
51,G5K_0051,fact_date,,1,toan quoc khang chien bung no ngay nao?,TOAN_QUOC_KHANG_CHIEN_1946_START_DATE,Toàn quốc kháng chiến 1946,"[""19/12/1946"", ""Toàn quốc kháng chiến"", ""chống thực dân Pháp""]","[""Nam Bộ kháng chiến 23/9/1945""]","[""19/12/1946"", ""Toàn quốc kháng chiến""]","Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống thực dân Pháp.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
52,G5K_0052,fact_date,,1,Hỏi nhanh: Chiến dịch Hồ Chí Minh 1975 diễn ra/gắn với thời điểm nào?,HO_CHI_MINH_CAMPAIGN_FINAL,Chiến dịch Hồ Chí Minh 1975,"[""chiến dịch cuối cùng"", ""30/4/1975"", ""Sài Gòn"", ""chính quyền Sài Gòn đầu hàng"", ""Tây Nguyên"", ""Chiến dịch Hồ Chí Minh là chiến dịch cuối""]","[""Tây Nguyên mở đầu""]","[""chien dich ho chi minh""]","Không. Tổng tiến công mùa Xuân 1975 mở đầu bằng Chiến dịch Tây Nguyên, nổi bật là Buôn Ma Thuột; Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng và quyết định, kết thúc bằng mốc 30/4/1975 khi Sài Gòn được giải phóng và chính quyền Sài Gòn đầu hàng.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
53,G5K_0053,fact_date,,1,"Trong dữ liệu 1930-1975, Luận cương chính trị tháng 10/1930 cần nhớ mốc nào?",LUAN_CUONG_1930_TRAN_PHU,Luận cương chính trị tháng 10/1930,"[""Luận cương chính trị"", ""10/1930"", ""Trần Phú""]","[""Cương lĩnh chính trị đầu tiên 1930""]","[""Luận cương chính trị tháng 10/1930"", ""Trần Phú""]","Luận cương chính trị tháng 10/1930 là văn kiện quan trọng của Đảng, gắn với Trần Phú và Hội nghị Trung ương tháng 10/1930.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
54,G5K_0054,fact_date,,1,tuyen ngon doc lap duoc doc o dau?,TUYEN_NGON_DOC_LAP_1945,Tuyên ngôn Độc lập 1945,"[""2/9/1945"", ""Hồ Chí Minh"", ""Quảng trường Ba Đình"", ""Việt Nam Dân chủ Cộng hòa""]","[""30/4/1975""]","[""tuyen ngon doc lap""]","Ngày 2/9/1945, Hồ Chí Minh đọc Tuyên ngôn Độc lập tại Quảng trường Ba Đình, Hà Nội, khai sinh nước Việt Nam Dân chủ Cộng hòa.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
55,G5K_0055,fact_date,,1,"Nếu chỉ trả lời ngắn, Hội nghị thành lập Đảng Cộng sản Việt Nam 1930 là mốc gì?",PARTY_FOUNDING_CONFERENCE_1930,Hội nghị thành lập Đảng Cộng sản Việt Nam 1930,"[""1930"", ""Đảng Cộng sản Việt Nam"", ""3/2/1930""]","[""Việt Minh 1941""]","[""Đảng Cộng sản Việt Nam thành lập năm 1930"", ""3/2/1930"", ""Hội nghị hợp nhất các tổ chức cộng sản""]","Hội nghị hợp nhất thành lập Đảng Cộng sản Việt Nam diễn ra đầu năm 1930, thường lấy mốc ngày 3/2/1930; đây là mốc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
56,G5K_0056,fact_date,,1,"Nếu chỉ trả lời ngắn, Xô viết Nghệ Tĩnh trong cao trào 1930-1931 là mốc gì?",XO_VIET_NGHE_TINH_1930_1931,Xô viết Nghệ Tĩnh trong cao trào 1930-1931,"[""1930-1931"", ""Xô viết Nghệ Tĩnh""]","[""Luận cương chính trị tháng 10/1930""]","[""Xô viết Nghệ Tĩnh"", ""1930-1931"", ""Nghệ An"", ""Hà Tĩnh""]","Giai đoạn 1930-1931 gắn với cao trào cách mạng Xô viết Nghệ Tĩnh, diễn ra nổi bật ở Nghệ An - Hà Tĩnh và thể hiện sức đấu tranh của quần chúng dưới sự lãnh đạo của Đảng.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
57,G5K_0057,fact_date,,1,"Trong dữ liệu 1930-1975, Hiệp định Paris 1973 cần nhớ mốc nào?",PARIS_1973_SIGNING,Hiệp định Paris 1973,"[""27/1/1973"", ""Hiệp định Paris"", ""Mỹ rút quân"", ""quyền dân tộc""]","[""Genève 1954""]","[""paris"", ""27/1/1973"", ""Hiệp định Paris"", ""Mỹ rút quân"", ""quyền dân tộc""]","Hiệp định Paris được ký ngày 27/1/1973 về chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam; mốc này gắn với việc Mỹ rút quân và việc tôn trọng các quyền dân tộc cơ bản của Việt Nam, nhưng chiến tranh chưa kết thúc hoàn toàn ngay.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
58,G5K_0058,fact_date,,1,"Trong dữ liệu 1930-1975, Toàn quốc kháng chiến 1946 cần nhớ mốc nào?",TOAN_QUOC_KHANG_CHIEN_1946_START_DATE,Toàn quốc kháng chiến 1946,"[""19/12/1946"", ""Toàn quốc kháng chiến"", ""chống thực dân Pháp""]","[""Nam Bộ kháng chiến 23/9/1945""]","[""19/12/1946"", ""Toàn quốc kháng chiến""]","Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống thực dân Pháp.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
59,G5K_0059,fact_date,,1,hue duoc giai phong sau ngay 30/4/1975 dung khong?,HUE_1975_LIBERATION_DATE,Huế được giải phóng ngày 26/3/1975,"[""26/3/1975"", ""Huế"", ""giải phóng""]","[""Đà Nẵng 29/3/1975"", ""thiếu mốc 26/3/1975 khi sửa nhầm Huế sau 30/4""]","[""26/3/1975"", ""Huế được giải phóng""]",Ngày 26/3/1975 gắn với mốc Huế được giải phóng trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
60,G5K_0060,fact_date,,1,"Nếu chỉ trả lời ngắn, Chiến dịch Điện Biên Phủ kết thúc là mốc gì?",DBP_1954_END_DATE,Chiến dịch Điện Biên Phủ kết thúc,"[""7/5/1954""]","[""Điện Biên Phủ trên không 1972""]","[""7/5/1954"", ""dien bien phu""]",Chiến dịch Điện Biên Phủ kết thúc thắng lợi ngày 7/5/1954.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
61,G5K_0061,explanation,,1,"Nói theo nguyên nhân - kết quả, Chiến dịch Tây Nguyên 1975 tác động ra sao?",TAY_NGUYEN_1975_BREAKTHROUGH,Chiến dịch Tây Nguyên 1975,"[""Tây Nguyên"", ""Buôn Ma Thuột"", ""đột phá chiến lược"", ""10/3/1975"", ""Huế - Đà Nẵng"", ""Sài Gòn"", ""30/4/1975""]","[""Chiến dịch Hồ Chí Minh mở đầu""]","[""tay nguyen"", ""buon ma thuot""]","Chiến dịch Tây Nguyên 1975 mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975; thắng lợi ở Buôn Ma Thuột ngày 10/3/1975 tạo đà phát triển nhanh tới Huế - Đà Nẵng và cuối cùng tới Sài Gòn, kết thúc bằng mốc 30/4/1975 trong Chiến dịch Hồ Chí Minh.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
62,G5K_0062,explanation,,1,sau van kien ay quan my xu ly the nao?,PARIS_1973_US_WITHDRAWAL,Hiệp định Paris 1973,"[""Paris 1973"", ""Mỹ rút quân"", ""chiến tranh chưa kết thúc ngay"", ""1975""]","[""Genève 1954"", ""chiến tranh kết thúc ngay 1973""]","[""paris"", ""rut quan""]","Không. Sau Hiệp định Paris 1973, Mỹ rút quân khỏi miền Nam Việt Nam theo tiến trình thực hiện hiệp định; tuy vậy chiến tranh chưa kết thúc hoàn toàn ngay mà còn kéo dài đến thắng lợi năm 1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
63,G5K_0063,explanation,,1,dong khoi lam thay doi the cach mang mien nam ra sao?,DONG_KHOI_MEANING,Phong trào Đồng Khởi,"[""giữ gìn lực lượng sang thế tiến công"", ""phá thế kìm kẹp"", ""Mặt trận Dân tộc Giải phóng miền Nam"", ""1959-1960""]","[""Cách mạng Tháng Tám""]","[""dong khoi""]","Đồng Khởi 1959-1960 làm thay đổi thế cách mạng miền Nam: từ thế giữ gìn lực lượng sang thế tiến công, phá thế kìm kẹp ở nhiều nơi và tạo cơ sở cho Mặt trận Dân tộc Giải phóng miền Nam (MTDTGPMN) ra đời.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
64,G5K_0064,explanation,,1,Việt Minh 1941 có ý nghĩa chính như thế nào trong giai đoạn 1930-1975?,VIET_MINH_1941_ROLE,Việt Minh 1941,"[""1941"", ""tập hợp lực lượng"", ""lãnh đạo quần chúng"", ""Cách mạng Tháng Tám"", ""19/5/1941"", ""Mặt trận Việt Minh"", ""Hội nghị Trung ương 8""]","[""Mặt trận Dân tộc Giải phóng miền Nam 1960""]","[""viet minh"", ""19/5/1941"", ""Mặt trận Việt Minh""]","Việt Minh ra đời trong tháng 5/1941; nguồn dữ liệu ghi mốc 19/5/1941 là ngày thành lập Mặt trận Việt Minh, gắn với Hội nghị Trung ương 8 do Nguyễn Ái Quốc chủ trì. Tổ chức này tập hợp lực lượng yêu nước, tổ chức và lãnh đạo quần chúng đấu tranh giành chính quyền, góp phần trực tiếp vào thắng lợi của Cách mạng Tháng Tám 1945.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
65,G5K_0065,explanation,,1,duong truong son co phai hiep dinh ngoai giao khong?,TRUONG_SON_SUPPORT,Đường Trường Sơn,"[""tuyến vận tải chiến lược"", ""chi viện miền Nam"", ""người và vật chất"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam"", ""Không""]","[""Đường Trường Sơn không phải hiệp định ngoại giao""]","[""duong truong son"", ""Đường Trường Sơn"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam""]","Không. Đường Trường Sơn không phải là một hiệp định ngoại giao; đây là tuyến vận tải chiến lược đưa người và vật chất chi viện cho miền Nam, nối hậu phương miền Bắc với tiền tuyến miền Nam trong kháng chiến chống Mỹ.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
